"Time","NERSC-Perlmutter-CPU"
2025-10-04 07:30:00,
2025-10-04 08:00:00,
2025-10-04 08:30:00,
2025-10-04 09:00:00,
2025-10-04 09:30:00,
2025-10-04 10:00:00,
2025-10-04 10:30:00,
2025-10-04 11:00:00,
2025-10-04 11:30:00,
2025-10-04 12:00:00,
2025-10-04 12:30:00,
2025-10-04 13:00:00,
2025-10-04 13:30:00,
2025-10-04 14:00:00,
2025-10-04 14:30:00,
2025-10-04 15:00:00,
2025-10-04 15:30:00,
2025-10-04 16:00:00,
2025-10-04 16:30:00,
2025-10-04 17:00:00,
2025-10-04 17:30:00,
2025-10-04 18:00:00,
2025-10-04 18:30:00,
2025-10-04 19:00:00,
2025-10-04 19:30:00,
2025-10-04 20:00:00,
2025-10-04 20:30:00,
2025-10-04 21:00:00,
2025-10-04 21:30:00,
2025-10-04 22:00:00,
2025-10-04 22:30:00,
2025-10-04 23:00:00,
2025-10-04 23:30:00,
2025-10-05 00:00:00,
2025-10-05 00:30:00,
2025-10-05 01:00:00,
2025-10-05 01:30:00,
2025-10-05 02:00:00,
2025-10-05 02:30:00,
